Bevölkerung Population   VZ/RFP 2000;Gde;Kt Ct;PLZ  NPA ;Ortsbezeichnung                             Localité ;BFS-Nr.  No OFS;;Gemeinde                Commune  ;Region Région;Bezirk                                       District 
;;VS;3979;Pramagnon;6238;;Grône;1;SIERRE
404;1;VS;1977;Icogne;6239;;Icogne;1;SIERRE
3357;1;VS;1978;Lens;6240;;Lens;1;SIERRE
;;VS;3978;Chelin;6240;;Lens;1;SIERRE
;;VS;3963;Crans-sur-Sierre *;6240;;Lens;1;SIERRE
;;VS;3978;Flanthey;6240;;Lens;1;SIERRE
;;VS;3978;St-Clément;6240;;Lens;1;SIERRE
;;VS;3978;Vaas;6240;;Lens;1;SIERRE
;;VS;3978;Valençon;6240;;Lens;1;SIERRE
913;1;VS;3972;Miège;6241;;Miège;1;SIERRE
770;1;VS;3974;Mollens;6242;;Mollens (VS);2;SIERRE
;;VS;3963;Aminona-sur-Sierre;6242;;Mollens (VS);2;SIERRE
;;VS;3974;Conzor;6242;;Mollens (VS);2;SIERRE
;;VS;3972;Cordonaz;6242;;Mollens (VS);2;SIERRE
;;VS;3974;St-Maurice-Laques;6242;;Mollens (VS);2;SIERRE
2305;1;VS;3963;Montana;6243;;Montana;1;SIERRE
;;VS;3960;Corin-de-la-Crête;6243;;Montana;1;SIERRE
2963;1;VS;3975;Randogne;6244;;Randogne;1;SIERRE
;;VS;3975;Bluche-Randogne;6244;;Randogne;1;SIERRE
;;VS;3973;Darnona *;6244;;Randogne;1;SIERRE
;;VS;3960;Loc;6244;;Randogne;1;SIERRE
;;VS;3962;Montana-Vermala;6244;;Randogne;1;SIERRE
;;VS;3975;Randogne-Village;6244;;Randogne;1;SIERRE
196;1;VS;3961;St-Jean;6245;;Saint-Jean;2;SIERRE
;;VS;3961;Mayoux;6245;;Saint-Jean;2;SIERRE
;;VS;3961;Pinsec;6245;;Saint-Jean;2;SIERRE
1872;1;VS;1958;St-Léonard;6246;;Saint-Léonard;1;SIERRE
319;1;VS;3961;St-Luc;6247;;Saint-Luc;2;SIERRE
;;VS;3960;Niouc;6247;;Saint-Luc;2;SIERRE
14317;1;VS;3960;Sierre;6248;;Sierre;1;SIERRE
;;VS;3976;Champzabé;6248;;Sierre;1;SIERRE
;;VS;3960;Glarey;6248;;Sierre;1;SIERRE
;;VS;3977;Granges;6248;;Sierre;1;SIERRE
;;VS;3960;Muraz;6248;;Sierre;1;SIERRE
;;VS;3976;Noës;6248;;Sierre;1;SIERRE
;;VS;3960;Siders;6248;;Sierre;1;SIERRE
;;VS;3961;Sierre;6248;;Sierre;1;SIERRE
;;VS;3960;Villa;6248;;Sierre;1;SIERRE
935;1;VS;3973;Venthône;6249;;Venthône;2;SIERRE
;;VS;3973;Anchettes;6249;;Venthône;2;SIERRE
;;VS;3973;Darnona *;6249;;Venthône;2;SIERRE
1422;1;VS;3968;Veyras;6250;;Veyras;1;SIERRE
451;1;VS;3961;Vissoie;6251;;Vissoie;2;SIERRE
800;1;VS;1974;Arbaz;6261;;Arbaz;1;SION
2331;1;VS;1971;Grimisuat;6263;;Grimisuat;1;SION
;;VS;1971;Champlan;6263;;Grimisuat;1;SION
;;VS;1971;Coméraz;6263;;Grimisuat;1;SION
;;VS;1950;Molignon *;6263;;Grimisuat;1;SION
;;VS;1971;St-Raphaël;6263;;Grimisuat;1;SION
883;1;VS;1991;Salins;6264;;Salins;1;SION
;;VS;1991;Arvillard;6264;;Salins;1;SION
;;VS;1991;La Courtaz;6264;;Salins;1;SION
;;VS;1991;Le Parfay;6264;;Salins;1;SION
;;VS;1991;Le Saillen;6264;;Salins;1;SION
;;VS;1991;Misériez;6264;;Salins;1;SION
;;VS;1991;Pravidondaz;6264;;Salins;1;SION
;;VS;1991;Turin;6264;;Salins;1;SION
5341;1;VS;1965;Savièse;6265;;Savièse;1;SION
;;VS;1965;Chandolin;6265;;Savièse;1;SION
;;VS;1965;Drône VS;6265;;Savièse;1;SION
;;VS;1965;Granois;6265;;Savièse;1;SION
;;VS;1950;La Muraz;6265;;Savièse;1;SION
;;VS;1965;Mayens-de-la-Zour;6265;;Savièse;1;SION
;;VS;1965;Monteiller;6265;;Savièse;1;SION
;;VS;1965;Ormône;6265;;Savièse;1;SION
;;VS;1965;Prafirmin;6265;;Savièse;1;SION
;;VS;1965;Roumaz;6265;;Savièse;1;SION
;;VS;1965;Saint-Germain;6265;;Savièse;1;SION
;;VS;1962;Vuisse;6265;;Savièse;1;SION
27171;1;VS;1950;Sion;6266;;Sion;1;SION
;;VS;1994;Aproz *;6266;;Sion;1;SION
;;VS;1967;Bramois;6266;;Sion;1;SION
;;VS;1950;Champsec;6266;;Sion;1;SION
;;VS;1950;Châteauneuf;6266;;Sion;1;SION
;;VS;1962;Châtroz;6266;;Sion;1;SION
;;VS;1950;Diolly;6266;;Sion;1;SION
;;VS;1950;Maragnénaz;6266;;Sion;1;SION
;;VS;1950;Molignon *;6266;;Sion;1;SION
;;VS;1950;Montorge;6266;;Sion;1;SION
;;VS;1962;Pont-de-la-Morge *;6266;;Sion;1;SION
;;VS;1951;Sion;6266;;Sion;1;SION
;;VS;1961;Sion;6266;;Sion;1;SION
;;VS;1950;Sitten;6266;;Sion;1;SION
;;VS;1958;Uvrier;6266;;Sion;1;SION
467;1;VS;1993;Veysonnaz;6267;;Veysonnaz;1;SION
1050;1;VS;3937;Baltschieder;6281;;Baltschieder;2;VISP
226;1;VS;3909;Eisten;6282;;Eisten;2;VISP
;;VS;3909;Ahorn;6282;;Eisten;2;VISP
;;VS;3909;Zeneisten;6282;;Eisten;2;VISP
;;VS;3909;Zenschmitten;6282;;Eisten;2;VISP
353;1;VS;3926;Embd;6283;;Embd;2;VISP
;;VS;3922;Kalpetran;6283;;Embd;2;VISP
1254;1;VS;3925;Grächen;6285;;Grächen;2;VISP
651;1;VS;3931;Lalden;6286;;Lalden;2;VISP
404;1;VS;3928;Randa;6287;;Randa;2;VISP
;;VS;3928;Wildi;6287;;Randa;2;VISP
397;1;VS;3905;Saas Almagell;6288;;Saas Almagell;2;VISP
;;VS;3905;Mattmark;6288;;Saas Almagell;2;VISP
397;1;VS;3908;Saas Balen;6289;;Saas Balen;2;VISP
;;VS;3908;Bidermatten;6289;;Saas Balen;2;VISP
;;VS;3908;Niedergut;6289;;Saas Balen;2;VISP
1454;1;VS;3906;Saas Fee;6290;;Saas Fee;2;VISP
1167;1;VS;3910;Saas Grund;6291;;Saas Grund;2;VISP
;;VS;3910;Tamatten;6291;;Saas Grund;2;VISP
2304;1;VS;3924;St. Niklaus;6292;;St. Niklaus;2;VISP
;;VS;3924;Biffig;6292;;St. Niklaus;2;VISP
;;VS;3924;Breitmatten;6292;;St. Niklaus;2;VISP
;;VS;3924;Gasenried;6292;;St. Niklaus;2;VISP
;;VS;3927;Herbriggen;6292;;St. Niklaus;2;VISP
;;VS;3924;Jungu;6292;;St. Niklaus;2;VISP
;;VS;3927;Mattsand;6292;;St. Niklaus;2;VISP
;;VS;3924;St-Nicolas;6292;;St. Niklaus;2;VISP
1149;1;VS;3922;Stalden;6293;;Stalden (VS);2;VISP
;;VS;3922;Ackersand;6293;;Stalden (VS);2;VISP
554;1;VS;3933;Staldenried;6294;;Staldenried;2;VISP
;;VS;3933;Gspon;6294;;Staldenried;2;VISP
831;1;VS;3929;Täsch;6295;;Täsch;2;VISP
498;1;VS;3923;Törbel;6296;;Törbel;2;VISP
6550;1;VS;3930;Visp;6297;;Visp;2;VISP
;;VS;3931;Eyholz;6297;;Visp;2;VISP
;;VS;3930;Viège;6297;;Visp;2;VISP
1357;1;VS;3932;Visperterminen;6298;;Visperterminen;2;VISP
;;VS;3932;Ober Stalden;6298;;Visperterminen;2;VISP
;;VS;3932;Unter Stalden;6298;;Visperterminen;2;VISP
235;1;VS;3934;Zeneggen;6299;;Zeneggen;2;VISP
5988;1;VS;3920;Zermatt;6300;;Zermatt;2;VISP
;;VS;3920;Blatten;6300;;Zermatt;2;VISP
;;VS;3920;Findeln;6300;;Zermatt;2;VISP
;;VS;3920;Gornergrat;6300;;Zermatt;2;VISP
;;VS;3920;Ried;6300;;Zermatt;2;VISP
;;VS;3920;Schwarzsee;6300;;Zermatt;2;VISP
;;VS;3920;Zmutt;6300;;Zermatt;2;VISP
;;ZG;;;;;;0;
1544;1;ZH;8914;Aeugst am Albis;1;;Aeugst am Albis;3;AFFOLTERN
;;ZH;8914;Aeugstertal;1;;Aeugst am Albis;3;AFFOLTERN
;;ZH;8914;Habersaat;1;;Aeugst am Albis;3;AFFOLTERN
;;ZH;8914;Müliberg;1;;Aeugst am Albis;3;AFFOLTERN
;;ZH;8914;Wängi;1;;Aeugst am Albis;3;AFFOLTERN
10314;1;ZH;8910;Affoltern am Albis;2;;Affoltern am Albis;3;AFFOLTERN
;;ZH;8909;Ferenbach (Fehrenbach);2;;Affoltern am Albis;3;AFFOLTERN
;;ZH;8910;Loo;2;;Affoltern am Albis;3;AFFOLTERN
;;ZH;8909;Zwillikon;2;;Affoltern am Albis;3;AFFOLTERN
3893;1;ZH;8906;Bonstetten;3;;Bonstetten;3;AFFOLTERN
;;ZH;8906;Schachen;3;;Bonstetten;3;AFFOLTERN
;;ZH;8915;Albisbrunn;4;;Hausen am Albis;3;AFFOLTERN
;;ZH;8925;Ebertswil;4;;Hausen am Albis;3;AFFOLTERN
3040;1;ZH;8915;Hausen am Albis;4;;Hausen am Albis;3;AFFOLTERN
;;ZH;8915;Heisch;4;;Hausen am Albis;3;AFFOLTERN
;;ZH;8915;Hinter Albis;4;;Hausen am Albis;3;AFFOLTERN
;;ZH;8925;Hirzwangen;4;;Hausen am Albis;3;AFFOLTERN
;;ZH;8925;Husertal;4;;Hausen am Albis;3;AFFOLTERN
;;ZH;8915;Mittler Albis;4;;Hausen am Albis;3;AFFOLTERN
;;ZH;8915;Ober Albis;4;;Hausen am Albis;3;AFFOLTERN
;;ZH;6340;Sihlbrugg Dorf *;4;;Hausen am Albis;3;AFFOLTERN
;;ZH;8915;Türlen;4;;Hausen am Albis;3;AFFOLTERN
;;ZH;8915;Vollenweid;4;;Hausen am Albis;3;AFFOLTERN
2991;1;ZH;8908;Hedingen;5;;Hedingen;3;AFFOLTERN
;;ZH;8926;Hauptikon;6;;Kappel am Albis;3;AFFOLTERN
865;1;ZH;8926;Kappel am Albis;6;;Kappel am Albis;3;AFFOLTERN
;;ZH;8926;Uerzlikon;6;;Kappel am Albis;3;AFFOLTERN
;;ZH;8934;Baaregg;7;;Knonau;3;AFFOLTERN
;;ZH;8934;Hinter Uttenberg;7;;Knonau;3;AFFOLTERN
1445;1;ZH;8934;Knonau;7;;Knonau;3;AFFOLTERN
;;ZH;8934;Vorder Uttenberg;7;;Knonau;3;AFFOLTERN
553;1;ZH;8933;Maschwanden;8;;Maschwanden;3;AFFOLTERN
;;ZH;8932;Dachlissen;9;;Mettmenstetten;3;AFFOLTERN
;;ZH;8932;Grossholz;9;;Mettmenstetten;3;AFFOLTERN
;;ZH;8932;Herferswil;9;;Mettmenstetten;3;AFFOLTERN
3724;1;ZH;8932;Mettmenstetten;9;;Mettmenstetten;3;AFFOLTERN
;;ZH;8932;Rossau;9;;Mettmenstetten;3;AFFOLTERN
;;ZH;8912;Bickwil;10;;Obfelden;3;AFFOLTERN
;;ZH;8912;Lunnern;10;;Obfelden;3;AFFOLTERN
4182;1;ZH;8912;Obfelden;10;;Obfelden;3;AFFOLTERN
;;ZH;8913;Rickenbach bei Ottenbach *;10;;Obfelden;3;AFFOLTERN
;;ZH;8912;Toussen;10;;Obfelden;3;AFFOLTERN
;;ZH;8912;Wolsen;10;;Obfelden;3;AFFOLTERN
2164;1;ZH;8913;Ottenbach;11;;Ottenbach;3;AFFOLTERN
;;ZH;8913;Rickenbach bei Ottenbach *;11;;Ottenbach;3;AFFOLTERN
714;1;ZH;8911;Rifferswil;12;;Rifferswil;3;AFFOLTERN
;;ZH;8143;Aegerten;13;;Stallikon;3;AFFOLTERN
;;ZH;8143;Aumühle;13;;Stallikon;3;AFFOLTERN
;;ZH;8143;Felsenegg;13;;Stallikon;3;AFFOLTERN
;;ZH;8143;Gamlikon;13;;Stallikon;3;AFFOLTERN
;;ZH;8143;Hintere Buchenegg;13;;Stallikon;3;AFFOLTERN
;;ZH;8143;Sellenbüren;13;;Stallikon;3;AFFOLTERN
2608;1;ZH;8143;Stallikon;13;;Stallikon;3;AFFOLTERN
;;ZH;8143;Uetliberg;13;;Stallikon;3;AFFOLTERN
;;ZH;8143;Vordere Buchenegg;13;;Stallikon;3;AFFOLTERN
3784;1;ZH;8907;Wettswil am Albis;14;;Wettswil am Albis;3;AFFOLTERN
587;1;ZH;8452;Adlikon;21;;Adlikon;3;ANDELFINGEN
;;ZH;8452;Dätwil;21;;Adlikon;3;ANDELFINGEN
;;ZH;8452;Niederwil;21;;Adlikon;3;ANDELFINGEN
1644;1;ZH;8450;Andelfingen;30;;Andelfingen;3;ANDELFINGEN
;;ZH;8450;Grossandelfingen;30;;Andelfingen;3;ANDELFINGEN
704;1;ZH;8463;Benken;22;;Benken (ZH);3;ANDELFINGEN
573;1;ZH;8415;Berg am Irchel;23;;Berg am Irchel;3;ANDELFINGEN
;;ZH;8415;Gräslikon;23;;Berg am Irchel;3;ANDELFINGEN
;;ZH;8414;Bebikon;24;;Buch am Irchel;3;ANDELFINGEN
728;1;ZH;8414;Buch am Irchel;24;;Buch am Irchel;3;ANDELFINGEN
;;ZH;8414;Desibach;24;;Buch am Irchel;3;ANDELFINGEN
;;ZH;8414;Wiler;24;;Buch am Irchel;3;ANDELFINGEN
1533;1;ZH;8447;Dachsen;25;;Dachsen;3;ANDELFINGEN
593;1;ZH;8458;Dorf;26;;Dorf;3;ANDELFINGEN
2973;1;ZH;8245;Feuerthalen;27;;Feuerthalen;3;ANDELFINGEN
;;ZH;8246;Langwiesen;27;;Feuerthalen;3;ANDELFINGEN
;;ZH;8416;Amenloch;28;;Flaach;3;ANDELFINGEN
1164;1;ZH;8416;Flaach;28;;Flaach;3;ANDELFINGEN
1248;1;ZH;8247;Flurlingen;29;;Flurlingen;3;ANDELFINGEN
1621;1;ZH;8444;Henggart;31;;Henggart;3;ANDELFINGEN
;;ZH;8444;Schäggi-Schlattwis;31;;Henggart;3;ANDELFINGEN
408;1;ZH;8457;Humlikon;32;;Humlikon;3;ANDELFINGEN
;;ZH;8453;Alten;33;;Kleinandelfingen;3;ANDELFINGEN
1821;1;ZH;8451;Kleinandelfingen;33;;Kleinandelfingen;3;ANDELFINGEN
;;ZH;8461;Oerlingen;33;;Kleinandelfingen;3;ANDELFINGEN
;;ZH;8447;Laufen am Rheinfall;34;;Laufen-Uhwiesen;3;ANDELFINGEN
1369;1;ZH;8447;Laufen-Uhwiesen;34;;Laufen-Uhwiesen;3;ANDELFINGEN
;;ZH;8212;Nohl;34;;Laufen-Uhwiesen;3;ANDELFINGEN
;;ZH;8248;Uhwiesen;34;;Laufen-Uhwiesen;3;ANDELFINGEN
;;ZH;8464;Ellikon am Rhein;35;;Marthalen;3;ANDELFINGEN
1803;1;ZH;8460;Marthalen;35;;Marthalen;3;ANDELFINGEN
;;ZH;8460;Marthalen Station;35;;Marthalen;3;ANDELFINGEN
1064;1;ZH;8477;Oberstammheim;36;;Oberstammheim;3;ANDELFINGEN
;;ZH;8525;Wilen * (TG/ZH);36;;Oberstammheim;3;ANDELFINGEN
;;ZH;8467;Gisenhard;37;;Ossingen;3;ANDELFINGEN
;;ZH;8475;Hausen;37;;Ossingen;3;ANDELFINGEN
;;ZH;8467;Langenmoos;37;;Ossingen;3;ANDELFINGEN
1272;1;ZH;8475;Ossingen;37;;Ossingen;3;ANDELFINGEN
;;ZH;8462;Altrheinau (Klinik);38;;Rheinau;3;ANDELFINGEN
;;ZH;8462;Neurheinau (Klinik);38;;Rheinau;3;ANDELFINGEN
1645;1;ZH;8462;Rheinau;38;;Rheinau;3;ANDELFINGEN
;;ZH;8478;Gütighausen;39;;Thalheim an der Thur;3;ANDELFINGEN
637;1;ZH;8478;Thalheim an der Thur;39;;Thalheim an der Thur;3;ANDELFINGEN
;;ZH;8465;Rudolfingen;40;;Trüllikon;3;ANDELFINGEN
989;1;ZH;8466;Trüllikon;40;;Trüllikon;3;ANDELFINGEN
;;ZH;8465;Wildensbuch;40;;Trüllikon;3;ANDELFINGEN
435;1;ZH;8467;Truttikon;41;;Truttikon;3;ANDELFINGEN
845;1;ZH;8476;Unterstammheim;42;;Unterstammheim;3;ANDELFINGEN
268;1;ZH;8459;Volken;43;;Volken;3;ANDELFINGEN
;;ZH;8468;Girsberg;44;;Waltalingen;3;ANDELFINGEN
;;ZH;8468;Guntalingen;44;;Waltalingen;3;ANDELFINGEN
684;1;ZH;8468;Waltalingen;44;;Waltalingen;3;ANDELFINGEN
3083;1;ZH;8184;Bachenbülach;51;;Bachenbülach;3;BÜLACH
;;ZH;8303;Baltenswil;52;;Bassersdorf;3;BÜLACH
7515;1;ZH;8303;Bassersdorf;52;;Bassersdorf;3;BÜLACH
;;ZH;8303;Grindel;52;;Bassersdorf;3;BÜLACH
;;ZH;8303;Hard;52;;Bassersdorf;3;BÜLACH
13999;1;ZH;8180;Bülach;53;;Bülach;3;BÜLACH
;;ZH;8180;Eschenmosen;53;;Bülach;3;BÜLACH
;;ZH;8180;Heimgarten;53;;Bülach;3;BÜLACH
;;ZH;8180;Nussbaumen;53;;Bülach;3;BÜLACH
6281;1;ZH;8305;Dietlikon;54;;Dietlikon;2;BÜLACH
;;ZH;8193;Burg;55;;Eglisau;3;BÜLACH
;;ZH;8193;Egg;55;;Eglisau;3;BÜLACH
2893;1;ZH;8193;Eglisau;55;;Eglisau;3;BÜLACH
;;ZH;8193;Seglingen;55;;Eglisau;3;BÜLACH
;;ZH;8193;Tössriedern;55;;Eglisau;3;BÜLACH
;;ZH;8193;Wiler;55;;Eglisau;3;BÜLACH
7744;1;ZH;8424;Embrach;56;;Embrach;3;BÜLACH
;;ZH;8423;Embrach-Embraport;56;;Embrach;3;BÜLACH
;;ZH;8424;Gstein;56;;Embrach;3;BÜLACH
;;ZH;8424;Illingen;56;;Embrach;3;BÜLACH
;;ZH;8427;Freienstein;57;;Freienstein-Teufen;3;BÜLACH
2127;1;ZH;8427;Freienstein-Teufen;57;;Freienstein-Teufen;3;BÜLACH
;;ZH;8428;Teufen;57;;Freienstein-Teufen;3;BÜLACH
;;ZH;8428;Weier;57;;Freienstein-Teufen;3;BÜLACH
3544;1;ZH;8192;Glattfelden;58;;Glattfelden;3;BÜLACH
;;ZH;8192;Letten;58;;Glattfelden;3;BÜLACH
;;ZH;8192;Schachen;58;;Glattfelden;3;BÜLACH
;;ZH;8192;Zweidlen;58;;Glattfelden;3;BÜLACH
1579;1;ZH;8182;Hochfelden;59;;Hochfelden;3;BÜLACH
;;ZH;8185;Wilenhof;59;;Hochfelden;3;BÜLACH
;;ZH;8181;Endhöri;60;;Höri;3;BÜLACH
2300;1;ZH;8181;Höri;60;;Höri;3;BÜLACH
;;ZH;8181;Niederhöri;60;;Höri;3;BÜLACH
;;ZH;8181;Oberhöri;60;;Höri;3;BÜLACH
782;1;ZH;8194;Hüntwangen;61;;Hüntwangen;3;BÜLACH
;;ZH;8302;Bänikon;62;;Kloten;2;BÜLACH
;;ZH;8302;Egetswil;62;;Kloten;2;BÜLACH
;;ZH;8302;Gerlisberg;62;;Kloten;2;BÜLACH
17190;1;ZH;8302;Kloten;62;;Kloten;2;BÜLACH
;;ZH;8058;Zürich-Flughafen;62;;Kloten;2;BÜLACH
;;ZH;8426;Augwil;63;;Lufingen;3;BÜLACH
1172;1;ZH;8426;Lufingen;63;;Lufingen;3;BÜLACH
;;ZH;8426;Müli;63;;Lufingen;3;BÜLACH
;;ZH;8309;Birchwil;64;;Nürensdorf;3;BÜLACH
;;ZH;8309;Breite;64;;Nürensdorf;3;BÜLACH
;;ZH;8309;Hakab;64;;Nürensdorf;3;BÜLACH
4475;1;ZH;8309;Nürensdorf;64;;Nürensdorf;3;BÜLACH
;;ZH;8309;Oberwil;64;;Nürensdorf;3;BÜLACH
;;ZH;8425;Mühlberg;65;;Oberembrach;3;BÜLACH
;;ZH;8425;Ober Wagenburg;65;;Oberembrach;3;BÜLACH
990;1;ZH;8425;Oberembrach;65;;Oberembrach;3;BÜLACH
;;ZH;8425;Unter Wagenburg;65;;Oberembrach;3;BÜLACH
;;ZH;8152;Glattbrugg;66;;Opfikon;2;BÜLACH
12062;1;ZH;8152;Opfikon;66;;Opfikon;2;BÜLACH
3395;1;ZH;8197;Rafz;67;;Rafz;3;BÜLACH
;;ZH;8197;Solgen;67;;Rafz;3;BÜLACH
;;ZH;8427;Au;68;;Rorbas;3;BÜLACH
;;ZH;8427;Mühlehalde;68;;Rorbas;3;BÜLACH
;;ZH;8427;Nauen;68;;Rorbas;3;BÜLACH
;;ZH;8427;Riet;68;;Rorbas;3;BÜLACH
2201;1;ZH;8427;Rorbas;68;;Rorbas;3;BÜLACH
;;ZH;8301;Glattzentrum;69;;Wallisellen;2;BÜLACH
;;ZH;8304;Herzogenmühle;69;;Wallisellen;2;BÜLACH
;;ZH;8304;Neugut Dübendorf *;69;;Wallisellen;2;BÜLACH
;;ZH;8304;Rieden;69;;Wallisellen;2;BÜLACH
;;ZH;8304;Schönenhof;69;;Wallisellen;2;BÜLACH
11939;1;ZH;8304;Wallisellen;69;;Wallisellen;2;BÜLACH
560;1;ZH;8195;Wasterkingen;70;;Wasterkingen;3;BÜLACH
;;ZH;8196;Buchenloo;71;;Wil (ZH);3;BÜLACH
;;ZH;8196;Hüslihof;71;;Wil (ZH);3;BÜLACH
1317;1;ZH;8196;Wil;71;;Wil (ZH);3;BÜLACH
;;ZH;8185;Maas;72;;Winkel;3;BÜLACH
;;ZH;8185;Oberrüti;72;;Winkel;3;BÜLACH
;;ZH;8185;Rüti (Wisenthal);72;;Winkel;3;BÜLACH
;;ZH;8185;Seeb;72;;Winkel;3;BÜLACH
3317;1;ZH;8185;Winkel;72;;Winkel;3;BÜLACH
577;1;ZH;8164;Bachs;81;;Bachs;3;DIELSDORF
1018;1;ZH;8113;Boppelsen;82;;Boppelsen;3;DIELSDORF
;;ZH;8113;Neuwis;82;;Boppelsen;3;DIELSDORF
4182;1;ZH;8107;Buchs;83;;Buchs (ZH);3;DIELSDORF
3261;1;ZH;8108;Dällikon;84;;Dällikon;3;DIELSDORF
1749;1;ZH;8114;Dänikon;85;;Dänikon;3;DIELSDORF
4882;1;ZH;8157;Dielsdorf;86;;Dielsdorf;3;DIELSDORF
;;ZH;8115;Hüttikerberg;87;;Hüttikon;3;DIELSDORF
533;1;ZH;8115;Hüttikon;87;;Hüttikon;3;DIELSDORF
2366;1;ZH;8173;Neerach;88;;Neerach;3;DIELSDORF
;;ZH;8173;Riedt bei Neerach;88;;Neerach;3;DIELSDORF
3737;1;ZH;8172;Niederglatt;89;;Niederglatt;3;DIELSDORF
;;ZH;8172;Nöschikon;89;;Niederglatt;3;DIELSDORF
;;ZH;8155;Mettmenhasli;90;;Niederhasli;3;DIELSDORF
;;ZH;8155;Nassenwil;90;;Niederhasli;3;DIELSDORF
7589;1;ZH;8155;Niederhasli;90;;Niederhasli;3;DIELSDORF
;;ZH;8156;Oberhasli;90;;Niederhasli;3;DIELSDORF
;;ZH;8155;Oeschenberg;90;;Niederhasli;3;DIELSDORF
2220;1;ZH;8166;Niederweningen;91;;Niederweningen;3;DIELSDORF
;;ZH;8154;Halsiberg;92;;Oberglatt;3;DIELSDORF
;;ZH;8154;Hofstetten;92;;Oberglatt;3;DIELSDORF
5120;1;ZH;8154;Oberglatt;92;;Oberglatt;3;DIELSDORF
1290;1;ZH;8165;Oberweningen;93;;Oberweningen;3;DIELSDORF
1852;1;ZH;8112;Otelfingen;94;;Otelfingen;3;DIELSDORF
;;ZH;8112;Rietholz;94;;Otelfingen;3;DIELSDORF
487;1;ZH;8158;Regensberg;95;;Regensberg;3;DIELSDORF
;;ZH;8106;Adlikon bei Regensdorf;96;;Regensdorf;2;DIELSDORF
;;ZH;8105;Katzensee *;96;;Regensdorf;2;DIELSDORF
;;ZH;8105;Oberdorf bei Regensdorf;96;;Regensdorf;2;DIELSDORF
15098;1;ZH;8105;Regensdorf;96;;Regensdorf;2;DIELSDORF
;;ZH;8106;Regensdorf 2;96;;Regensdorf;2;DIELSDORF
;;ZH;8105;Watt;96;;Regensdorf;2;DIELSDORF
;;ZH;8153;Katzenrüti;97;;Rümlang;2;DIELSDORF
5552;1;ZH;8153;Rümlang;97;;Rümlang;2;DIELSDORF
;;ZH;8165;Dachslern;98;;Schleinikon;3;DIELSDORF
637;1;ZH;8165;Schleinikon;98;;Schleinikon;3;DIELSDORF
;;ZH;8165;Wasen;98;;Schleinikon;3;DIELSDORF
1133;1;ZH;8165;Schöfflisdorf;99;;Schöfflisdorf;3;DIELSDORF
;;ZH;8175;Raat bei Windlach;100;;Stadel;3;DIELSDORF
;;ZH;8175;Schüpfheim;100;;Stadel;3;DIELSDORF
1739;1;ZH;8174;Stadel bei Niederglatt;100;;Stadel;3;DIELSDORF
;;ZH;8175;Windlach;100;;Stadel;3;DIELSDORF
;;ZH;8162;Nieder Steinmaur;101;;Steinmaur;3;DIELSDORF
;;ZH;8162;Ober Steinmaur;101;;Steinmaur;3;DIELSDORF
2742;1;ZH;8162;Steinmaur;101;;Steinmaur;3;DIELSDORF
;;ZH;8162;Sünikon;101;;Steinmaur;3;DIELSDORF
994;1;ZH;8187;Weiach;102;;Weiach;3;DIELSDORF
950;1;ZH;8904;Aesch bei Birmensdorf;241;;Aesch (ZH);3;DIETIKON
5451;1;ZH;8903;Birmensdorf;242;;Birmensdorf (ZH);3;DIETIKON
;;ZH;8903;Landikon;242;;Birmensdorf (ZH);3;DIETIKON
21353;1;ZH;8953;Dietikon;243;;Dietikon;2;DIETIKON
;;ZH;8953;Schönenwerd;243;;Dietikon;2;DIETIKON
;;ZH;8954;Brunau *;244;;Geroldswil;3;DIETIKON
;;ZH;8951;Fahrweid * (nördl. Teil);244;;Geroldswil;3;DIETIKON
4540;1;ZH;8954;Geroldswil;244;;Geroldswil;3;DIETIKON
5879;1;ZH;8102;Oberengstringen;245;;Oberengstringen;3;DIETIKON
2120;1;ZH;8955;Oetwil an der Limmat;246;;Oetwil an der Limmat;3;DIETIKON
13356;1;ZH;8952;Schlieren;247;;Schlieren;2;DIETIKON
;;ZH;8142;Ringlikon;248;;Uitikon;3;DIETIKON
3480;1;ZH;8142;Uitikon;248;;Uitikon;3;DIETIKON
;;ZH;8142;Waldegg bei Uitikon;248;;Uitikon;3;DIETIKON
;;ZH;8951;Fahrweid *;249;;Unterengstringen;3;DIETIKON
2832;1;ZH;8103;Unterengstringen;249;;Unterengstringen;3;DIETIKON
;;ZH;8902;Nieder Urdorf;250;;Urdorf;2;DIETIKON
;;ZH;8902;Ober Urdorf;250;;Urdorf;2;DIETIKON
9417;1;ZH;8902;Urdorf;250;;Urdorf;2;DIETIKON
;;ZH;8104;Brunau *;251;;Weiningen (ZH);3;DIETIKON
;;ZH;8951;Fahrweid * (südl. Teil);251;;Weiningen (ZH);3;DIETIKON
3791;1;ZH;8104;Weiningen;251;;Weiningen (ZH);3;DIETIKON
;;ZH;8345;Adetswil;111;;Bäretswil;3;HINWIL
4172;1;ZH;8344;Bäretswil;111;;Bäretswil;3;HINWIL
;;ZH;8344;Bettswil;111;;Bäretswil;3;HINWIL
;;ZH;8344;Hinterburg;111;;Bäretswil;3;HINWIL
;;ZH;8498;Kleinbäretswil;111;;Bäretswil;3;HINWIL
;;ZH;8344;Neuthal;111;;Bäretswil;3;HINWIL
5424;1;ZH;8608;Bubikon;112;;Bubikon;3;HINWIL
